Zip Code,City,County,Value
90247,Gardena,Los Angeles,0.5129267346305293
90248,Gardena,Los Angeles,0.42871376168277897
90249,Gardena,Los Angeles,0.34153773966034007
90250,Hawthorne,Los Angeles,0.6208703742991042
90251,Hawthorne,Los Angeles,0.5804431175132856
90254,Hermosa Beach,Los Angeles,0.12919744776595632
90255,Huntington Park,Los Angeles,0.2643896945435378
90260,Lawndale,Los Angeles,0.91135039152399
90261,Lawndale,Los Angeles,0.1338074287597788
90262,Lynwood,Los Angeles,0.02384200899357669
90263,Malibu,Los Angeles,0.7531073833148474
90264,Malibu,Los Angeles,0.9514275551255094
90265,Malibu,Los Angeles,0.5692057743439793
90266,Manhattan Beach,Los Angeles,0.4291950840059686
90267,Manhattan Beach,Los Angeles,0.7506153876940671
90270,Maywood,Los Angeles,0.5118342715743294
90272,Pacific Palisades,Los Angeles,0.5028313771211026
90274,Palos Verdes Peninsula,Los Angeles,0.9495354527200734
90275,Rancho Palos Verdes,Los Angeles,0.2677236784792325
90277,Redondo Beach,Los Angeles,0.08376354125295826
90278,Redondo Beach,Los Angeles,0.8309865864060553
90280,South Gate,Los Angeles,0.26510858360349254
90290,Topanga,Los Angeles,0.189497363162495
90291,Venice,Los Angeles,0.9266425589199385
90292,Marina Del Rey,Los Angeles,0.39461991565852506
90293,Playa Del Rey,Los Angeles,0.25027487489216727
90294,Venice,Los Angeles,0.5636812763006636
90295,Marina Del Rey,Los Angeles,0.46886625005401283
90296,Playa Del Rey,Los Angeles,0.7088523913963627
90301,Inglewood,Los Angeles,0.41977382136485897
90302,Inglewood,Los Angeles,0.06378556810185199
90303,Inglewood,Los Angeles,0.6228547651252323
90304,Inglewood,Los Angeles,0.19234547691060233
90305,Inglewood,Los Angeles,0.10540288871182502
90306,Inglewood,Los Angeles,0.7401110686232435
90307,Inglewood,Los Angeles,0.18240506237989473
90308,Inglewood,Los Angeles,0.6099916474292904
90309,Inglewood,Los Angeles,0.7537417230108585
90310,Inglewood,Los Angeles,0.3315330332358757
90311,Inglewood,Los Angeles,0.45576398354004977
90312,Inglewood,Los Angeles,0.41153651111162026
90313,Inglewood,Los Angeles,0.5643755479472219
90397,Inglewood,Los Angeles,0.5578788869952505
90398,Inglewood,Los Angeles,0.7489171981642904
90401,Santa Monica,Los Angeles,0.38613701160321146
90402,Santa Monica,Los Angeles,0.8251403014928267
90403,Santa Monica,Los Angeles,0.5392308454492101
90404,Santa Monica,Los Angeles,0.14414677093782435
90405,Santa Monica,Los Angeles,0.18256644619526163
90406,Santa Monica,Los Angeles,0.8192045272657842
90407,Santa Monica,Los Angeles,0.5236253981390231
90408,Santa Monica,Los Angeles,0.9860999890914715
90409,Santa Monica,Los Angeles,0.2735610360314249
90410,Santa Monica,Los Angeles,0.02605993915848126
90411,Santa Monica,Los Angeles,0.06350336569832105
90501,Torrance,Los Angeles,0.6737923923299749
90502,Torrance,Los Angeles,0.44360267636417294
90503,Torrance,Los Angeles,0.5383987612664716
90504,Torrance,Los Angeles,0.2957243055725509
90505,Torrance,Los Angeles,0.6681422196887175
90506,Torrance,Los Angeles,0.6483758853018982
90507,Torrance,Los Angeles,0.13759948068186034
90508,Torrance,Los Angeles,0.6296437371087396
90509,Torrance,Los Angeles,0.6399229582948334
90510,Torrance,Los Angeles,0.519859616090669
90601,Whittier,Los Angeles,0.012695615887434064
90602,Whittier,Los Angeles,0.9251591636898711
90603,Whittier,Los Angeles,0.4903360438282818
90604,Whittier,Los Angeles,0.004777996570242582
90605,Whittier,Los Angeles,0.6530025808658704
90606,Whittier,Los Angeles,0.3702996477981715
90607,Whittier,Los Angeles,0.07145649856165259
90608,Whittier,Los Angeles,0.08919046369734795
90609,Whittier,Los Angeles,0.5980006768477044
90610,Whittier,Los Angeles,0.8635423605823092
90612,Whittier,Los Angeles,0.5225229044110056
90620,Buena Park,Orange,0.30574195661168013
90621,Buena Park,Orange,0.6850859833311231
90622,Buena Park,Orange,0.8155265399313469
90623,La Palma,Orange,0.38310136529518957
90624,Buena Park,Orange,0.8646658085419565
90630,Cypress,Orange,0.08207573877216312
90631,La Habra,Orange,0.712769269764367
90632,La Habra,Orange,0.43381901146801893
90633,La Habra,Orange,0.7226958565105921
90637,La Mirada,Los Angeles,0.1536128190077959
90638,La Mirada,Los Angeles,0.014512579361801725
90639,La Mirada,Los Angeles,0.22022132938280436
90640,Montebello,Los Angeles,0.5288038269266522
90650,Norwalk,Los Angeles,0.9707652800711655
90651,Norwalk,Los Angeles,0.47521198142655474
90652,Norwalk,Los Angeles,0.8927028722831791
90659,Norwalk,Los Angeles,0.4603013433356109
90660,Pico Rivera,Los Angeles,0.2781023281087378
90661,Pico Rivera,Los Angeles,0.3332392236657491
90662,Pico Rivera,Los Angeles,0.7023826688954076
90670,Santa Fe Springs,Los Angeles,0.07652859710415139
90671,Santa Fe Springs,Los Angeles,0.48882899749038655
90680,Stanton,Orange,0.0050048595414224906
90701,Artesia,Los Angeles,0.6644929138235363
90702,Artesia,Los Angeles,0.35273048130705886
90703,Cerritos,Los Angeles,0.28358522109902706
90704,Avalon,Los Angeles,0.6878972833586203
90706,Bellflower,Los Angeles,0.15218472046436027
90707,Bellflower,Los Angeles,0.10420000447894107
90710,Harbor City,Los Angeles,0.9969977951028883
90711,Lakewood,Los Angeles,0.8708828637227048
90712,Lakewood,Los Angeles,0.4243204438064616
90713,Lakewood,Los Angeles,0.7305539421910894
90714,Lakewood,Los Angeles,0.9174115838740728
90715,Lakewood,Los Angeles,0.8189743807509711
90716,Hawaiian Gardens,Los Angeles,0.7608576632887492
90717,Lomita,Los Angeles,0.8808609278849249
90720,Los Alamitos,Orange,0.4537680139924465
90721,Los Alamitos,Orange,0.5541562768193646
90723,Paramount,Los Angeles,0.10231205693882761
90731,San Pedro,Los Angeles,0.4807151541419665
90732,San Pedro,Los Angeles,0.6515099456400213
90733,San Pedro,Los Angeles,0.16821332410552836
90734,San Pedro,Los Angeles,0.18741780140530873
90740,Seal Beach,Orange,0.6452158623637985
90742,Sunset Beach,Orange,0.9309192118461651
90743,Surfside,Orange,0.21736261056901895
90744,Wilmington,Los Angeles,0.6028975816607702
90745,Carson,Los Angeles,0.1272657009270164
90746,Carson,Los Angeles,0.02627685975308447
90747,Carson,Los Angeles,0.4738586121041941
90748,Wilmington,Los Angeles,0.09197222419236661
90749,Carson,Los Angeles,0.6699448198718365
90755,Signal Hill,Los Angeles,0.25885188367782996
90801,Long Beach,Los Angeles,0.6139688163429671
90802,Long Beach,Los Angeles,0.36238794978343014
90803,Long Beach,Los Angeles,0.005534306658336652
90804,Long Beach,Los Angeles,0.17784155282789715
90805,Long Beach,Los Angeles,0.043856145712309
90806,Long Beach,Los Angeles,0.9301741513131601
90807,Long Beach,Los Angeles,0.8890398376230619
90808,Long Beach,Los Angeles,0.15801950812648302
90809,Long Beach,Los Angeles,0.8197303997606848
90810,Long Beach,Los Angeles,0.4497601798109643
90813,Long Beach,Los Angeles,0.6339277107296848
90814,Long Beach,Los Angeles,0.8255225711454253
90815,Long Beach,Los Angeles,0.1521018900428981
90822,Long Beach,Los Angeles,0.5655996190088459
90831,Long Beach,Los Angeles,0.9829885614877587
90832,Long Beach,Los Angeles,0.9251572947611111
90833,Long Beach,Los Angeles,0.222517683482631
90834,Long Beach,Los Angeles,0.19095765469606385
90835,Long Beach,Los Angeles,0.5838126452780543
90840,Long Beach,Los Angeles,0.30631477233270377
90842,Long Beach,Los Angeles,0.15975371134921823
90844,Long Beach,Los Angeles,0.27587588244113426
90845,Long Beach,Los Angeles,0.3612214337375823
90846,Long Beach,Los Angeles,0.7244710276338795
90847,Long Beach,Los Angeles,0.36824805798115
90848,Long Beach,Los Angeles,0.18274703362835143
90853,Long Beach,Los Angeles,0.36814905610298343
90888,Long Beach,Los Angeles,0.9911502400987915
90895,Carson,Los Angeles,0.4965679123289939
90899,Long Beach,Los Angeles,0.5999672887713587
91001,Altadena,Los Angeles,0.7965546671433208
91003,Altadena,Los Angeles,0.2935888423608728
91006,Arcadia,Los Angeles,0.2721878821263126
91007,Arcadia,Los Angeles,0.9082846461871856
91009,Duarte,Los Angeles,0.06611735170681432
91010,Duarte,Los Angeles,0.44791236718711236
91011,La Canada Flintridge,Los Angeles,0.8430280811645725
91012,La Canada Flintridge,Los Angeles,0.15565769371593108
91016,Monrovia,Los Angeles,0.1549641437872613
91017,Monrovia,Los Angeles,0.10130718218783574
91020,Montrose,Los Angeles,0.238362258836452
91021,Montrose,Los Angeles,0.38991719143873094
91023,Mount Wilson,Los Angeles,0.820530774094216
91024,Sierra Madre,Los Angeles,0.834220927327598
91025,Sierra Madre,Los Angeles,0.034682553355660506
91030,South Pasadena,Los Angeles,0.551371718207039
91031,South Pasadena,Los Angeles,0.843454241172271
91040,Sunland,Los Angeles,0.01358359338214754
91041,Sunland,Los Angeles,0.18933902069463948
91042,Tujunga,Los Angeles,0.600156727537297
91043,Tujunga,Los Angeles,0.48837322968970986
91046,Verdugo City,Los Angeles,0.35564380884205815
91066,Arcadia,Los Angeles,0.537471834766267
91077,Arcadia,Los Angeles,0.6741185683984681
91101,Pasadena,Los Angeles,0.7081843359980762
91102,Pasadena,Los Angeles,0.41176452049389356
91103,Pasadena,Los Angeles,0.04117411893742329
91104,Pasadena,Los Angeles,0.5739911339921766
91105,Pasadena,Los Angeles,0.086583650138925
91106,Pasadena,Los Angeles,0.8746970271841013
91107,Pasadena,Los Angeles,0.2048515146522063
91108,San Marino,Los Angeles,0.8318317302188256
91109,Pasadena,Los Angeles,0.5620222256562024
91110,Pasadena,Los Angeles,0.02412963015354208
91114,Pasadena,Los Angeles,0.24891638107086878
91115,Pasadena,Los Angeles,0.20359794139184295
91116,Pasadena,Los Angeles,0.9759634265871393
91117,Pasadena,Los Angeles,0.36547111664497156
91118,San Marino,Los Angeles,0.021747610862367983
91121,Pasadena,Los Angeles,0.5959905900722229
91123,Pasadena,Los Angeles,0.36266047647949695
91124,Pasadena,Los Angeles,0.33132666155898205
91125,Pasadena,Los Angeles,0.7902111331991981
91126,Pasadena,Los Angeles,0.03706385286432079
91129,Pasadena,Los Angeles,0.819006933078265
91131,Pasadena,Los Angeles,0.1482084532928738
91182,Pasadena,Los Angeles,0.4182920710001392
91184,Pasadena,Los Angeles,0.896691066312665
91185,Pasadena,Los Angeles,0.6882331595046283
91188,Pasadena,Los Angeles,0.9298715007077767
91189,Pasadena,Los Angeles,0.9290997422987308
91191,Pasadena,Los Angeles,0.49046198656788653
91199,Pasadena,Los Angeles,0.004558368653595268
91201,Glendale,Los Angeles,0.11018646051971515
91202,Glendale,Los Angeles,0.5074794823140343
91203,Glendale,Los Angeles,0.372893921156382
91204,Glendale,Los Angeles,0.4325064622342969
91205,Glendale,Los Angeles,0.020933543662537968
91206,Glendale,Los Angeles,0.38641829615570367
91207,Glendale,Los Angeles,0.29742646999040967
91208,Glendale,Los Angeles,0.31219268023879154
91209,Glendale,Los Angeles,0.0875978597633793
91210,Glendale,Los Angeles,0.7655994948392142
91214,La Crescenta,Los Angeles,0.5832692792534222
91221,Glendale,Los Angeles,0.8572219006425159
91222,Glendale,Los Angeles,0.6899295532424308
91224,La Crescenta,Los Angeles,0.33340296240688616
91225,Glendale,Los Angeles,0.19391713767287144
91226,Glendale,Los Angeles,0.10840609912223331
91301,Agoura Hills,Los Angeles,0.33996318261232705
91302,Calabasas,Los Angeles,0.47716669480477725
91303,Canoga Park,Los Angeles,0.23985475480756535
91304,Canoga Park,Los Angeles,0.4001827918072187
91305,Canoga Park,Los Angeles,0.5672532043624781
91306,Winnetka,Los Angeles,0.7298048095641032
91307,West Hills,Los Angeles,0.9207889380271113
91308,West Hills,Los Angeles,0.6569167873732975
91309,Canoga Park,Los Angeles,0.22811293132559585
91310,Castaic,Los Angeles,0.13018441363013666
91311,Chatsworth,Los Angeles,0.9207392092847362
91313,Chatsworth,Los Angeles,0.812643544920908
91316,Encino,Los Angeles,0.2338392047859741
91319,Newbury Park,Ventura,0.520854398709101
91320,Newbury Park,Ventura,0.971056008228647
91321,Newhall,Los Angeles,0.0711902051435298
91322,Newhall,Los Angeles,0.3608814073487261
91324,Northridge,Los Angeles,0.5602206011488884
91325,Northridge,Los Angeles,0.5450075727401062
91326,Porter Ranch,Los Angeles,0.9663131661311344
91327,Northridge,Los Angeles,0.5642601369665652
91328,Northridge,Los Angeles,0.38966659440255413
91329,Northridge,Los Angeles,0.7249087384911854
91330,Northridge,Los Angeles,0.5266279859298517
91331,Pacoima,Los Angeles,0.057596486745224995
91333,Pacoima,Los Angeles,0.2963587847562166
91334,Pacoima,Los Angeles,0.32370048839253984
91335,Reseda,Los Angeles,0.7452486990757368
91337,Reseda,Los Angeles,0.9439458456060585
91340,San Fernando,Los Angeles,0.13962739168721394
91341,San Fernando,Los Angeles,0.7959350595439845
91342,Sylmar,Los Angeles,0.7428763981656328
91343,North Hills,Los Angeles,0.883012413183969
91344,Granada Hills,Los Angeles,0.523803489514749
91345,Mission Hills,Los Angeles,0.6436954121357468
91346,Mission Hills,Los Angeles,0.7848507068603805
91350,Santa Clarita,Los Angeles,0.6125547699643812
91351,Canyon Country,Los Angeles,0.8359521482548389
91352,Sun Valley,Los Angeles,0.09376644621674313
91353,Sun Valley,Los Angeles,0.13727066720502545
91354,Valencia,Los Angeles,0.06246013390610261
91355,Valencia,Los Angeles,0.9907314411532739
91356,Tarzana,Los Angeles,0.37620231793222536
91357,Tarzana,Los Angeles,0.6928468762456281
91358,Thousand Oaks,Ventura,0.14075483151402146
91359,Westlake Village,Ventura,0.32121961052324743
91360,Thousand Oaks,Ventura,0.807089428014439
91361,Westlake Village,Ventura,0.9536692808901197
91362,Thousand Oaks,Ventura,0.2862751389235063
91363,Westlake Village,Los Angeles,0.10455518104782024
91364,Woodland Hills,Los Angeles,0.979417982862659
91365,Woodland Hills,Los Angeles,0.31328844729864347
91367,Woodland Hills,Los Angeles,0.9476083344415454
91371,Woodland Hills,Los Angeles,0.6532318135192927
91372,Calabasas,Los Angeles,0.5467234753530188
91376,Agoura Hills,Los Angeles,0.554992664683629
91377,Oak Park,Ventura,0.9794094983056234
91380,Santa Clarita,Los Angeles,0.3314660260427613
91381,Stevenson Ranch,Los Angeles,0.7619689706045216
91382,Santa Clarita,Los Angeles,0.8897879948509964
91383,Santa Clarita,Los Angeles,0.11798111297948566
91384,Castaic,Los Angeles,0.07716831099024923
91385,Valencia,Los Angeles,0.5473291709294594
91386,Canyon Country,Los Angeles,0.6939124521606592
91387,Canyon Country,Los Angeles,0.27738716271448904
91388,Van Nuys,Los Angeles,0.11529425699324825
91390,Santa Clarita,Los Angeles,0.9215969380532554
91392,Sylmar,Los Angeles,0.12182226264842377
91393,North Hills,Los Angeles,0.7414368532156312
91394,Granada Hills,Los Angeles,0.9059163690874985
91395,Mission Hills,Los Angeles,0.2888439714383404
91396,Winnetka,Los Angeles,0.700862093663484
91399,Woodland Hills,Los Angeles,0.28464808429282074
91401,Van Nuys,Los Angeles,0.22332467205930895
91402,Panorama City,Los Angeles,0.38284355337968257
91403,Sherman Oaks,Los Angeles,0.26243747165451703
91404,Van Nuys,Los Angeles,0.3857036508727336
91405,Van Nuys,Los Angeles,0.17797884473586656
91406,Van Nuys,Los Angeles,0.43262338241950515
91407,Van Nuys,Los Angeles,0.49447365570089996
91408,Van Nuys,Los Angeles,0.08129714373889385
91409,Van Nuys,Los Angeles,0.7832741991846275
91410,Van Nuys,Los Angeles,0.8267330241983815
91411,Van Nuys,Los Angeles,0.3229236276618441
91412,Panorama City,Los Angeles,0.8624668494716361
91413,Sherman Oaks,Los Angeles,0.27691131113318046
91416,Encino,Los Angeles,0.6168027851332725
91423,Sherman Oaks,Los Angeles,0.9275638591086066
91426,Encino,Los Angeles,0.5838162317860205
91436,Encino,Los Angeles,0.20074353122522326
91470,Van Nuys,Los Angeles,0.14665830207812247
91482,Van Nuys,Los Angeles,0.41126484980287903
91495,Sherman Oaks,Los Angeles,0.26602593698951194
91496,Van Nuys,Los Angeles,0.7425891051516946
91497,Van Nuys,Los Angeles,0.16540096545950256
91499,Van Nuys,Los Angeles,0.3130525581536776
91501,Burbank,Los Angeles,0.27969188651157273
91502,Burbank,Los Angeles,0.3041125235726896
91503,Burbank,Los Angeles,0.47971894719946895
91504,Burbank,Los Angeles,0.434019521660751
91505,Burbank,Los Angeles,0.6587148331294468
91506,Burbank,Los Angeles,0.853416679708354
91507,Burbank,Los Angeles,0.6836490723159379
91508,Burbank,Los Angeles,0.5047181382400425
91510,Burbank,Los Angeles,0.7703519415398845
91521,Burbank,Los Angeles,0.17410562943676733
91522,Burbank,Los Angeles,0.9784522030812597
91523,Burbank,Los Angeles,0.6783634692949363
91526,Burbank,Los Angeles,0.7158423547579036
91601,North Hollywood,Los Angeles,0.28499008918789026
91602,North Hollywood,Los Angeles,0.9811895722830821
91603,North Hollywood,Los Angeles,0.5802860225563098
91604,Studio City,Los Angeles,0.7986612209654713
91605,North Hollywood,Los Angeles,0.19707048514479175
91606,North Hollywood,Los Angeles,0.10771527497875288
91607,Valley Village,Los Angeles,0.8919693459978315
91608,Universal City,Los Angeles,0.33103283271145445
91609,North Hollywood,Los Angeles,0.1262516947787684
91610,Toluca Lake,Los Angeles,0.3549521871088659
91611,North Hollywood,Los Angeles,0.21011716693654603
91612,North Hollywood,Los Angeles,0.5385281668978128
91614,Studio City,Los Angeles,0.6387267860198191
91615,North Hollywood,Los Angeles,0.9088570739486146
91616,North Hollywood,Los Angeles,0.4079627013903844
91617,Valley Village,Los Angeles,0.6063790989464537
91618,North Hollywood,Los Angeles,0.40046155962586427
91701,Rancho Cucamonga,San Bernardino,0.24382787069199185
91702,Azusa,Los Angeles,0.8770758031859243
91706,Baldwin Park,Los Angeles,0.19460456547941352
91708,Chino,San Bernardino,0.4345127174358041
91709,Chino Hills,San Bernardino,0.6901955196830103
91710,Chino,San Bernardino,0.6287452050150175
91711,Claremont,Los Angeles,0.5527855335070504
91714,City Of Industry,Los Angeles,0.9336669826027109
91715,City Of Industry,Los Angeles,0.2762772381839218
91716,City Of Industry,Los Angeles,0.5298528595747398
91722,Covina,Los Angeles,0.8480818823876168
91723,Covina,Los Angeles,0.7633458053100883
91724,Covina,Los Angeles,0.9788850325066674
91729,Rancho Cucamonga,San Bernardino,0.5647878036484852
91730,Rancho Cucamonga,San Bernardino,0.4044498724872825
91731,El Monte,Los Angeles,0.33054793889433487
91732,El Monte,Los Angeles,0.39854890138566335
91733,South El Monte,Los Angeles,0.2750646286488907
91734,El Monte,Los Angeles,0.38711248914801
91735,El Monte,Los Angeles,0.01766402159503344
91737,Rancho Cucamonga,San Bernardino,0.6784136480299698
91739,Rancho Cucamonga,San Bernardino,0.7562893430416906
91740,Glendora,Los Angeles,0.4179130295020277
91741,Glendora,Los Angeles,0.006381084490749256
91743,Guasti,San Bernardino,0.9969081614691178
91744,La Puente,Los Angeles,0.5681438493320272
91745,Hacienda Heights,Los Angeles,0.7785328624848795
91746,La Puente,Los Angeles,0.24888142402877866
91747,La Puente,Los Angeles,0.47335706454670645
91748,Rowland Heights,Los Angeles,0.4196572252690627
91749,La Puente,Los Angeles,0.07150303067397434
91750,La Verne,Los Angeles,0.4948664314527773
91752,Mira Loma,Riverside,0.5024479881573298
91754,Monterey Park,Los Angeles,0.4912681232778242
91755,Monterey Park,Los Angeles,0.8132818053570552
91756,Monterey Park,Los Angeles,0.021535872560573877
91758,Ontario,San Bernardino,0.9387700809946702
91759,Mt Baldy,Los Angeles,0.9108855222109258
91761,Ontario,San Bernardino,0.2658010494214724
91762,Ontario,San Bernardino,0.29208595912093527
91763,Montclair,San Bernardino,0.7883705171740045
91764,Ontario,San Bernardino,0.9764024164701033
91765,Diamond Bar,Los Angeles,0.16424006726855223
91766,Pomona,Los Angeles,0.8206688211071886
91767,Pomona,Los Angeles,0.4828387220117891
91768,Pomona,Los Angeles,0.5906067672009772
91769,Pomona,Los Angeles,0.02629875743591703
91770,Rosemead,Los Angeles,0.5808136144313953
91771,Rosemead,Los Angeles,0.5158455295190534
91772,Rosemead,Los Angeles,0.6939209293044901
91773,San Dimas,Los Angeles,0.10049076267103385
91775,San Gabriel,Los Angeles,0.571890901063046
91776,San Gabriel,Los Angeles,0.10351737440913222
91778,San Gabriel,Los Angeles,0.9967983305872554
91780,Temple City,Los Angeles,0.21476289597498832
91784,Upland,San Bernardino,0.6960367201757107
91785,Upland,San Bernardino,0.22182273870322278
91786,Upland,San Bernardino,0.8377822335856031
91788,Walnut,Los Angeles,0.6331124360371121
91789,Walnut,Los Angeles,0.051434271360554895
91790,West Covina,Los Angeles,0.36166284441752317
91791,West Covina,Los Angeles,0.7711096773901245
91792,West Covina,Los Angeles,0.15276092911774808
91793,West Covina,Los Angeles,0.5841387259765967
91795,Walnut,Los Angeles,0.9856916230900479
91797,Pomona,Los Angeles,0.6793950364106629
91798,Ontario,San Bernardino,0.3184515820828595
91799,Pomona,Los Angeles,0.03778185202411488
91801,Alhambra,Los Angeles,0.21727661458965808
91802,Alhambra,Los Angeles,0.5842693741631293
91803,Alhambra,Los Angeles,0.7355327865638017
91804,Alhambra,Los Angeles,0.9066221229921028
91841,Alhambra,Los Angeles,0.27549814349328927
91896,Alhambra,Los Angeles,0.8311711611736294
91899,Alhambra,Los Angeles,0.44407504100998985
91901,Alpine,San Diego,0.6471649086114701
91902,Bonita,San Diego,0.5042854716263523
91903,Alpine,San Diego,0.09628985916802946
91905,Boulevard,San Diego,0.2549612584913794
91906,Campo,San Diego,0.2826429935525898
91908,Bonita,San Diego,0.4224487248433364
91909,Chula Vista,San Diego,0.38359113192104344
91910,Chula Vista,San Diego,0.7099201948253053
